incident_summary,dupe_count,incident_number,state,district,block,village_name,other_areas,constituency,longitude,latitude,year,date,perpetrator,first_action,second_action,third_action,action_successful,first_target,second_target,first_civilian_target,second_civilian_target,total_fatalities,govt_official_fatalities,civilian_fatalities,security_fatalities,maoist_fatalities,other_armed_grp_fatalities,total_injuries,govt_official_injuries,civilian_injuries,security_injuries,maoist_injuries,non_maoist_armed_group_injuries,property_damage,value_property_damage,total_abducted,total_arrests,commander_arrests,cadre_arrests,sympathizer_arrests,unknown_arrests,total_surrenders,commander_surrenders,cadre_surrenders,sympathizer_surrenders,unknown_surrenders
"Police recovered a cache of arms and ammunition, including six claymore mines, five live cartridges of 12 bore tapancha and 25 electrical detonators at Eddugundubodu area on the outskirts of Chandampet mandal in the Nalgonda District. The Superintendent of Police, Vijay Kumar, said that the mines were planted by Kavali Yadagiri alias Pandu, Divisional Committee member of Nalgonda-Mahabubnager Division and Boda Anjaiah alias Bhaskar, member of Kanagal, to attack the Police and other targeted political leaders.",2,109200703,Andhra Pradesh,Nalgonda,Chandampet,NA,Eddugundubodu,Devarakonda,17.96925,78.42341666666667,2007,2007-09-20T00:00:00Z,Maoist,Bombing,None,None,No,Security,Government Officials,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police recovered a huge quantity of groceries from a forest under Bargarh District's Boden Police Station limits after an exchange of fire with CPI-Maoist cadres.,2,1405071303,Odisha,Bargarh,NA,NA,Boden area,Padampur,20.27425,82.58611111111111,2013,2013-05-07T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police recovered a huge quantity of groceries from a forest under Bargarh District's Boden Police Station limits after an exchange of fire with CPI-Maoist cadres.,2,1405071304,Odisha,Bargarh,NA,NA,Boden area,Padampur,20.27425,82.58611111111111,2013,2013-05-07T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police recovered and subsequently defused a ‘tiffin bomb’ and two other bombs near Koushalnar in the Narayanpur District. Police also recovered 300-metre wires and switches attached with the bomb.,2,310220701,Chhattisgarh,Narayanpur,NA,Koushalnar,NA,Narayanpur,19.4875,81.3674,2007,2007-10-22T00:00:00Z,Maoist,Bombing,None,None,No,Government Infrastructure,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police recovered and subsequently defused a ‘tiffin bomb’ and two other bombs near Koushalnar in the Narayanpur District. Police also recovered 300-metre wires and switches attached with the bomb.,2,310220702,Chhattisgarh,Narayanpur,NA,Koushalnar,NA,Narayanpur,19.4875,81.3674,2007,2007-10-22T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Police recovered four posters, 12 empty cartridges of 9 mm pistol, two live cartridges and one live cartridge of a Self Loading Rifle (SLR) from the spot.",2,202231002,Bihar,East Champaran,Madhuban,Hasanpur,NA,Pipra,26.07772222222222,84.36433333333333,2010,2010-02-23T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Police recovered four posters, 12 empty cartridges of 9 mm pistol, two live cartridges and one live cartridge of a Self Loading Rifle (SLR) from the spot.",2,302231002,Chhattisgarh,Motihari,NA,Hasanpur,NA,NA,NA,NA,2010,2010-02-23T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police seized a cache of arms after an exchange of fire took place between them and the CPI-Maoist cadres in the forests of Kharkadi village in Dhanora tehsil of Gadchiroli District.,2,1209211301,Maharashtra,Gadchiroli,Dhanora,Kharkadi,NA,Gadchiroli,20.2574,80.3408,2013,2013-09-21T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
Police seized a cache of arms after an exchange of fire took place between them and the CPI-Maoist cadres in the forests of Kharkadi village in Dhanora tehsil of Gadchiroli District.,2,1209211302,Maharashtra,Gadchiroli,Dhanora,Kharkadi,NA,Gadchiroli,20.2574,80.3408,2013,2013-09-21T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Police shot dead a cadre of the PLFI in Sundargarh District. Acting on a tip-off, a special Police squad raided the PLFI hideout at Udugaon village. While one PLFI cadre was killed, four others of the group, including their leader, Dilip Singh, were injured. Another cadre was detained for interrogation. Police recovered several weapons, including an AK-47, one self-loading rifle and pistol and about 126 bullets.",2,1407081201,Odisha,Sundargarh,Udugaon,NA,NA,NA,20.019079,84.97457,2012,2012-07-08T00:00:00Z,Security,Armed Assault,Arrest,None,Yes,Maoist,No Target,NA,NA,1,0,0,0,1,0,4,0,0,0,4,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"Police shot dead a cadre of the PLFI in Sundargarh District. Acting on a tip-off, a special Police squad raided the PLFI hideout at Udugaon village. While one PLFI cadre was killed, four others of the group, including their leader, Dilip Singh, were injured. Another cadre was detained for interrogation. Police recovered several weapons, including an AK-47, one self-loading rifle and pistol and about 126 bullets.",2,1407081203,Odisha,Sundargarh,Udugaon,NA,NA,NA,20.019079,84.97457,2012,2012-07-08T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Ram Sajivan Kushwaha alias Guruji, a sub-zonal ‘commander’ of the CPI-Maoist, was arrested following an encounter with the Police in Kon area of Sonbhadra District.",2,1904051001,Uttar Pradesh,Sonbhadra,Chopan,NA,Kona,Robertsganj,25.1911,82.0434,2010,2010-04-05T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Ram Sajivan Kushwaha alias Guruji, a sub-zonal ‘commander’ of the CPI-Maoist, was arrested following an encounter with the Police in Kon area of Sonbhadra District.",2,1904051002,Uttar Pradesh,Sonbhadra,Chopan,NA,Kona,Robertsganj,25.1911,82.0434,2010,2010-04-05T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
"Rampravesh Baitha, the CPI-Maoist's secretary of Bihar, Uttar Pradesh and Uttarakhand special area committee, was arrested from Golghar under Gandhi Maidan Police station in the capital Patna. Baitha's colleagues, however, managed to escape. No weapons were recovered from the arrested extremist leader. Baitha, who hails from Kuria village in the East Champaran District, is wanted in 34 cases of extremist violence.",2,205090801,Bihar,Patna,Gaya,Patna,Gandhi Maidan,Gaya,25.617472222222222,85.1451388888889,2008,2008-05-09T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,1,0,0,0,0,0,0,0,0
"Rampravesh Baitha, the CPI-Maoist's secretary of Bihar, Uttar Pradesh and Uttarakhand special area committee, was arrested from Golghar under Gandhi Maidan Police station in the capital Patna. Baitha's colleagues, however, managed to escape. No weapons were recovered from the arrested extremist leader. Baitha, who hails from Kuria village in the East Champaran District, is wanted in 34 cases of extremist violence.",2,205130801,Bihar,Patna,Patna,Patna,NA,Kumhrar,25.597805555555553,85.14200000000001,2008,2008-05-13T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,4,0,4,0,0,0,0,0,0,0
"Ravi Kumar (22), an engineering student from Ranchi was injured by a stray bullet when alleged CPI-Maoist cadres opened fire at Habbipur village under Rajpur Police Station in Rohtas District. Rajesh Sharma, an active member of the now disbanded MCC, had land dispute with a fellow villager, Lalan Singh which was intervened by Rajpur block pramukh Rajendra Singh. About six members of an armed squad of the Maoists attacked the relatives of Rajendra Singh while they were on their way to the local market where Ravi, who had gone to the market to buy vegetables, was hit by a stray bullet which was fired by the Maoists. Police seized 15 cartridges of .315 bore and an empty cartridge during a search at Rajesh's house.",2,203111201,Bihar,Rohtas,Rajpur,Habbipur,Rajpur,Nokha,24.937694444444446,86.91344444444445,2012,2012-03-11T00:00:00Z,Maoist,Armed Assault,None,None,Yes,Civilians,No Target,Other Elite,NA,0,0,0,0,0,0,1,0,1,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"Ravi Kumar (22), an engineering student from Ranchi was injured by a stray bullet when alleged CPI-Maoist cadres opened fire at Habbipur village under Rajpur Police Station in Rohtas District. Rajesh Sharma, an active member of the now disbanded MCC, had land dispute with a fellow villager, Lalan Singh which was intervened by Rajpur block pramukh Rajendra Singh. About six members of an armed squad of the Maoists attacked the relatives of Rajendra Singh while they were on their way to the local market where Ravi, who had gone to the market to buy vegetables, was hit by a stray bullet which was fired by the Maoists. Police seized 15 cartridges of .315 bore and an empty cartridge during a search at Rajesh's house.",2,203111202,Bihar,Rohtas,Rajpur,Habbipur,Rajpur,Nokha,24.937694444444446,86.91344444444445,2012,2012-03-11T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SF personnel arrested six CPI-Maoist cadres belonging to different Maoist outfits in Nabarangpur and Ganjam Districts of Odisha. While the Police in Nabarangpur District arrested Prafulla Kumar Chetti (32) of Hatabharandi, K Suresh Patnaik (26) and Manoj Dakua (26), of Raighar area, the Police of Ganjam District arrested Sanjiv Nayak, Debendra Nayak and his younger brother Madan of Balinala village under Badagada Police Station limits. The Police also seized 6.3 kg of explosive, cash of INR 63,000, five mobile phones, Maoist literatures and banners from the three arrested Maoists in Nabarangpur District. The three Maoists arrested by Ganjam Police were putting the posters in market area of Badagada in the District.",2,1409281201,Odisha,Nabarangpur,Raighar,Hatabharandi,NA,Umarkote,20.0256,81.926,2012,2012-09-28T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
"SF personnel arrested six CPI-Maoist cadres belonging to different Maoist outfits in Nabarangpur and Ganjam Districts of Odisha. While the Police in Nabarangpur District arrested Prafulla Kumar Chetti (32) of Hatabharandi, K Suresh Patnaik (26) and Manoj Dakua (26), of Raighar area, the Police of Ganjam District arrested Sanjiv Nayak, Debendra Nayak and his younger brother Madan of Balinala village under Badagada Police Station limits. The Police also seized 6.3 kg of explosive, cash of INR 63,000, five mobile phones, Maoist literatures and banners from the three arrested Maoists in Nabarangpur District. The three Maoists arrested by Ganjam Police were putting the posters in market area of Badagada in the District.",2,1409281202,Odisha,Ganjam,Surada,Badagada,Balinala,Surada,19.6515,84.4041,2012,2012-09-28T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,3,0,3,0,0,0,0,0,0,0
SF personnel arrested two persons from a forest in Kotagarh Police Station area in Kandhamal District of Odisha bordering Rayagada District following an encounter with the cadres of CPI-Maoist.,2,1401161401,Odisha,Kandhamal,Kotagarh,NA,forest in Kotagarh,Baliguda,19.8336,83.7252,2014,2014-01-16T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,2,0,2,0,0,0,0,0,0,0
SF personnel arrested two persons from a forest in Kotagarh Police Station area in Kandhamal District of Odisha bordering Rayagada District following an encounter with the cadres of CPI-Maoist.,2,1401161402,Odisha,Kandhamal,Kotagarh,NA,forest in Kotagarh,Baliguda,19.8336,83.7252,2014,2014-01-16T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SF personnel busted a CPI-Maoist hideout at Tekri hillock, bordering West Bengal, following a fierce encounter under Ghatsila Sub-division of East Singhbhum District. The security personnel have recovered a six-round loaded 303 Rifle looted from the Police in the past, a pistol, gelatin sticks, explosives including bomb making material, camera flash, daily core items, daily core items of women, dairy and Maoist literatures from the camp, among others, SSP, Anoop T Mathew said.",2,809171501,Jharkhand,East Singhbhum,Ghatsila,NA,Tekri hillock,Ghatshila,22.66263888888889,86.4858888888889,2015,2015-09-17T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SF personnel busted a CPI-Maoist hideout at Tekri hillock, bordering West Bengal, following a fierce encounter under Ghatsila Sub-division of East Singhbhum District. The security personnel have recovered a six-round loaded 303 Rifle looted from the Police in the past, a pistol, gelatin sticks, explosives including bomb making material, camera flash, daily core items, daily core items of women, dairy and Maoist literatures from the camp, among others, SSP, Anoop T Mathew said.",2,809171502,Jharkhand,East Singhbhum,Ghatsila,NA,Tekri hillock,Ghatshila,22.66263888888889,86.4858888888889,2015,2015-09-17T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SF personnel kill three cadres belonging to the Indravati squad of the CPI-Maoist and foiled an ambush attempt near Erakeli village in the Dantewada District.,2,311140501,Chhattisgarh,Dantewada,NA,Erakeli,NA,NA,NA,NA,2005,2005-11-14T00:00:00Z,Maoist,Armed Assault,None,None,No,Security,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SF personnel kill three cadres belonging to the Indravati squad of the CPI-Maoist and foiled an ambush attempt near Erakeli village in the Dantewada District.,2,311140502,Chhattisgarh,Dantewada,NA,Erakeli,NA,NA,NA,NA,2005,2005-11-14T00:00:00Z,Security,Armed Assault,None,None,Yes,Maoist,No Target,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SF personnel recovered substantial quantities of arms and ammunition following an encounter with the Maoists at Mohala village in Rajnandgaon District. The recoveries included two rifles, wireless set, detonator, blasting cable, equipment required to manufacture tiffin bombs, naxal outfits, four tents, utensils, ration and Naxal literature. However, the Maoists managed to escape.",2,306101202,Chhattisgarh,Rajnandgaon,NA,Mohala,NA,Keshkal assembly constituency,19.79719,81.593307,2012,2012-06-10T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SF personnel recovered substantial quantities of arms and ammunition following an encounter with the Maoists at Mohala village in Rajnandgaon District. The recoveries included two rifles, wireless set, detonator, blasting cable, equipment required to manufacture tiffin bombs, naxal outfits, four tents, utensils, ration and Naxal literature. However, the Maoists managed to escape.",2,306101203,Chhattisgarh,Rajnandgaon,NA,Mohala,NA,Keshkal assembly constituency,19.79719,81.593307,2012,2012-06-10T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs and Police arrested eight cadres of the CPI-Maoist after an encounter with them at village Ram Lila Gachi in Muzaffarpur District of Bihar. Acting on a tip-off of an arrested Maoist, identified as Dhiru Yadav, the SFs comprising CRPF, STF and District Police raided the village in search of scores of Maoists hiding there. The Maoists, however, tried to escape by firing on the SFs who returned the fire in which a Maoist sustained injuries. The injured Maoist was among the eight arrested. Police recovered bombs, one rifle, one pistol, two country-made rifles, many explosives, chargers and uniforms from their possession.",2,204201501,Bihar,Muzaffarpur,NA,Ram Lila Gachi,NA,NA,26.163416666666667,84.94627777777778,2015,2015-04-20T00:00:00Z,Security,Arrest,Armed Assault,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,No,NA,0,8,0,8,0,0,0,0,0,0,0
"SFs and Police arrested eight cadres of the CPI-Maoist after an encounter with them at village Ram Lila Gachi in Muzaffarpur District of Bihar. Acting on a tip-off of an arrested Maoist, identified as Dhiru Yadav, the SFs comprising CRPF, STF and District Police raided the village in search of scores of Maoists hiding there. The Maoists, however, tried to escape by firing on the SFs who returned the fire in which a Maoist sustained injuries. The injured Maoist was among the eight arrested. Police recovered bombs, one rifle, one pistol, two country-made rifles, many explosives, chargers and uniforms from their possession.",2,204201502,Bihar,Muzaffarpur,NA,Ram Lila Gachi,NA,NA,26.163416666666667,84.94627777777778,2015,2015-04-20T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs arrested a CPI-Maoist cadre after a gunfight with Maoists near Todka village in Bijapur District of Chhattisgarh.,2,301231401,Chhattisgarh,Bijapur,NA,Todka,NA,Bijapur assembly constituency,18.524351,80.837227,2014,2014-01-23T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
SFs arrested a CPI-Maoist cadre after a gunfight with Maoists near Todka village in Bijapur District of Chhattisgarh.,2,301231402,Chhattisgarh,Bijapur,NA,Todka,NA,Bijapur assembly constituency,18.524351,80.837227,2014,2014-01-23T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs arrested a CPI-Maoist cadre, identified as Laxmi Singh Kharwar, with weapons following an encounter with the Maoists near a village in Rohtas District.",2,206181501,Bihar,Rohtas,NA,NA,NA,NA,NA,NA,2015,2015-06-18T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs arrested a CPI-Maoist cadre, identified as Laxmi Singh Kharwar, with weapons following an encounter with the Maoists near a village in Rohtas District.",2,206181502,Bihar,Rohtas,NA,NA,NA,NA,NA,NA,2015,2015-06-18T00:00:00Z,Security,Arrest,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs arrested eleven PLFI cadres including four women cadres, following a gun-battle with them in a forested region under Shankargarh Police Station area in Balrampur District.",2,303151401,Chhattisgarh,Balrampur,Shankargarh,NA,Shankargarh area,Samri,23.2889,83.6735,2014,2014-03-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,11,0,11,0,0,0,0,0,0,0
"SFs arrested eleven PLFI cadres including four women cadres, following a gun-battle with them in a forested region under Shankargarh Police Station area in Balrampur District.",2,303151402,Chhattisgarh,Balrampur,Shankargarh,NA,Shankargarharea,Samri,23.2889,83.6735,2014,2015-03-15T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs arrested five Maoist cadres who had set ablaze vehicles at Katekalyan in Dantewada District of Chhattisgarh, meanwhile a woman Maoist surrendered in Manpur area in Rajnandgaon District.",2,302081301,Chhattisgarh,Dantewada,NA,Katekalyan,NA,Konta assembly constituency,18.742224,81.581573,2013,2013-02-08T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,5,0,5,0,0,0,0,0,0,0
"SFs arrested five Maoist cadres who had set ablaze vehicles at Katekalyan in Dantewada District of Chhattisgarh, meanwhile a woman Maoist surrendered in Manpur area in Rajnandgaon District.",2,302081302,Chhattisgarh,Rajnandgaon,NA,NA,Manpur,Mohla-Manpur,20.3737,80.7268,2013,2013-02-08T00:00:00Z,Maoist,Surrender,None,None,Yes,No Target,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,1,0,1,0,0
"SFs claimed to have busted a CPI-Maoist camp following an encounter with the Maoists near Kutul area in Narayanpur District. A woman Maoist, who was injured in the incident, was arrested.",2,312211301,Chhattisgarh,Narayanpur,NA,NA,Kutul,Narayanpur assembly constituency,19.531066895,81.1739,2013,2013-12-21T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs claimed to have busted a CPI-Maoist camp following an encounter with the Maoists near Kutul area in Narayanpur District. A woman Maoist, who was injured in the incident, was arrested.",2,312211302,Chhattisgarh,Narayanpur,NA,NA,Kutul,Narayanpur assembly constituency,19.531066895,81.1739,2013,2013-12-21T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs destroyed a Maoist bunker at Bajarmarwa village located on Kaimur hills in Rohtas District and seized a haul of arms and explosives. The seizure includes 25 detonators, one quintal explosive, a pistol, five uniforms, besides Maoist literature. Some applications by villagers to the Maoists to be taken up at their kangaroo courts were also recovered, the SP added.",2,206041203,Bihar,Rohtas,NA,Bajarmarwa,Kaimur hills,NA,24.586305555555555,82.33399999999999,2012,2012-06-04T00:00:00Z,Security,Facility/Infrastructure Attack,"Seizure of Money, Weapons, Property etc",None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs destroyed a Maoist bunker at Bajarmarwa village located on Kaimur hills in Rohtas District and seized a haul of arms and explosives. The seizure includes 25 detonators, one quintal explosive, a pistol, five uniforms, besides Maoist literature. Some applications by villagers to the Maoists to be taken up at their kangaroo courts were also recovered, the SP added.",2,206041202,Bihar,Rohtas,NA,NA,NA,NA,NA,NA,2012,2012-06-04T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs have seized some electronic items, including a laptop and a mobile phone, from a CPI-Maoist transit hideout after an encounter took place between village Irdvaya and Bhattebeda under Orcha Police Station limits in Narayanpur District.",2,312071401,Chhattisgarh,Narayanpur,NA,NA,Irdvaya Bhattebeda,Narayanpur,19.5444,81.0354,2014,2014-12-07T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs have seized some electronic items, including a laptop and a mobile phone, from a CPI-Maoist transit hideout after an encounter took place between village Irdvaya and Bhattebeda under Orcha Police Station limits in Narayanpur District.",2,312071402,Chhattisgarh,Narayanpur,NA,NA,Irdvaya Bhattebeda,Narayanpur,19.5444,81.0354,2014,2014-12-07T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs killed a CPI-Maoist cadre and arrested another cadre following a gun battle in the dense hilly track of Ghotiyakanhar under Aundhi Police Station in Rajnandgaon District of Chhattisgarh.,2,305151401,Chhattisgarh,Rajnandgaon,NA,Ghotiyakanhar,Aundhi,Mohla-Manpur,20.2401,80.4695,2014,2014-05-15T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
SFs killed a CPI-Maoist cadre and arrested another cadre following a gun battle in the dense hilly track of Ghotiyakanhar under Aundhi Police Station in Rajnandgaon District of Chhattisgarh.,2,305151402,Chhattisgarh,Rajnandgaon,NA,Ghotiyakanhar,Aundhi,Mohla-Manpur,20.2401,80.4695,2014,2015-05-15T00:00:00Z,Security,Arrest,None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,1,0,1,0,0,0,0,0,0,0
"SFs killed a hardcore woman cadre of the CPI-Maoist after seven hours of gun battle near Bamni village under Roopjar Police Station area in Balaghat District. The body of the slain Maoist was recovered with a .315 bore rifle and 45 cartridges. Police have also recovered a computer hard disc, explosives, medicine, rifle cleaning equipment, rice, torch, paper cutting, FM radio and other stuff from the encounter site left behind by the fleeing Maoists. The deceased was accompanied by around 49 reds, who had melted into the forest.",2,1105261201,Madhya Pradesh,Balaghat,Baiher,Bamni (Bamhani),Roopjhar,Baiher,22.47761111111111,80.36772222222221,2012,2012-05-26T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs killed a hardcore woman cadre of the CPI-Maoist after seven hours of gun battle near Bamni village under Roopjar Police Station area in Balaghat District. The body of the slain Maoist was recovered with a .315 bore rifle and 45 cartridges. Police have also recovered a computer hard disc, explosives, medicine, rifle cleaning equipment, rice, torch, paper cutting, FM radio and other stuff from the encounter site left behind by the fleeing Maoists. The deceased was accompanied by around 49 reds, who had melted into the forest.",2,1105261202,Madhya Pradesh,Balaghat,Baiher,Bamni (Bamhani),Roopjhar,Baiher,22.47761111111111,80.36772222222221,2012,2012-05-26T00:00:00Z,Security,"Seizure of Money, Weapons, Property etc",None,None,Yes,Maoist,No Target,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
"SFs killed three cadres of the CPI-Maoist, including an 'area commander', at Nayanpur in Giridih District of Jharkhand. Police said that several cadres were also injured in the three-hour gun battle. The slain Maoists, who were in fatigues, were identified as area commander Dinesh Pandit, Jeeblal Murmu and Shahdev Rai. The SFs also found an SLR, a .303 and a .315 rifle and ammunition.",2,809121402,Jharkhand,Giridih,Dumri,Nayanpur,NA,Dumri,24.655694444444443,86.00597222222223,2014,2014-09-12T00:00:00Z,Unknown,Armed Assault,None,None,Yes,Unknown,No Target,NA,NA,3,0,0,0,3,0,0,0,0,0,0,0,No,NA,0,0,0,0,0,0,0,0,0,0,0
