property_damage,value_property_damage,incident_summary
0,NA,"SFs recovered 130 can bombs planted on a 500 meter stretch at Raka under Chowka Police Station area in Seraikela-Kharsawan District, suspected to be planted by the Maoists. Each bomb weighed about one kilogram. It took more than six hours to pull out the landmines from beneath the earth."
0,NA,CRPF troopers and West Singhbhum District Police arrested three CPI-Maoist cadres during a combing operation from Saranda forest in West Singhbhum District.
0,NA,Armed cadres of the CPI-Maoist killed a Police chowkidar identified as Mahesh Karmali near Gomia railway crossing at Ravidas Tola under Gomia Police Station limits in Bokaro District.
0,NA,"The body of Mohammad Shamsher alias Munna (35), a former 'sub-zonal commander' of JPC, a splinter group of the CPI-Maoist, who recently joined the TPC, another splinter group of the CPI-Maoist, was found dead in Dadhighaghar forests in Ichak in Hazaribagh District."
1,a forest beat office; two forest guard quarters,"Maoists blew up a forest beat office and set ablaze two forest guard quarters at Ramgarh in the Hazaribagh District. However, there was no report of any loss of life. The Maoists reportedly carried out the attack to protest the arrest of their top leaders Yugal Pal and Sushila along with two more hardcore Maoists."
0,NA,"Suspected cadres of the CPI-Maoist killed Lakhai Soren, a casual employee of Bagjata mine of State-run Uranium Corporation of India Limited (UCIL), suspecting him to be a Police informer at Vikrampur village in Ghatsila sub-division of East Singhbhum District."
0,NA,Cadres of the CPI-Maoist and its breakaway faction TPC exchanged fire near Pokri village in Palamau District. Blood stains found later on the spot indicated bullet injuries to both sides.
0,NA,"Three CPI-Maoist cadres, who used to supply logistics to their armed squads, were arrested from Nichetola area of Ranchi District."
0,NA,"Jetha Kachchap (30), second-in-command of the PLFI, a splinter group of the CPI-Maoist, was arrested along with his younger brother Paulus Kachchap (26), from his hideout in Chautanga village in Tupudana Police Station in Ranchi District."
0,NA,"Security personnel recovered explosives hidden by CPI-Maoist cadres at Taledih village on Maneka-Serendag Road in Latehar District. SP Anup Birtherary said security personnel comprising District Armed Police and CRPF recovered a cylinder bomb weighing 7.5 kg, three hand grenades, one country-made pistol and 60 pieces of iron."
0,NA,"Security force personnel killed three Maoists at Garmorwa near Lohawat Pahaad, between the Hazaribagh District of Jharkhand and Gaya District of Bihar."
0,NA,"Two civilians, identified as Hero Singh Munda and Rajesh Singh, were killed by CPI-Maoist cadres at Arki village in the Ranchi District. Both were killed after Maoists held a jan adalat (people’s court) in the village and declared them guilty of rape and of extorting money in the name of the CPI-Maoist. Both had been picked up from their homes on August 5 and their throats were slit as the jan adalat gave them death sentence for their crimes. The Maoist court also ‘punished’ four people charged with petty crimes like theft but they were freed after being assaulted."
1,a forest guest house,The CPI-Maoist cadres blew up a forest guest house in the Chainpur village of Daltanganj District and left behind leaflets threatening more such attacks.
0,NA,"About 100 Maoists attacked the Chainpur Police station in the Gumla District late August 6-night. However, security forces retaliated and foiled the attack forcing the Maoists to retreat without any damage."
1,building blown up,"Suspected CPI-Maoist cadres blew up the block office building at Dandai in Garwah District. Police sources said that a group of Maoists assembled near the vacated building and blasted it with explosives. The extent of the damage to the building however, is not yet known due to the remote location of the office."
0,"three dumpers, three earthmovers and a vibrator roller","An armed squad of the CPI-Maoist comprising nine to 10 cadres raided a railway construction site at Posaita near Chakradharpur in West Singhbhum District and set ablaze seven construction equipments between 1am and 2am (local time). The vehicles - three dumpers, three earthmovers and a vibrator roller - were engaged on a project to widen railway tracks between Chakradharpur and Manoharpur."
0,NA,"A CPI-Maoist cadre, identified as Badru Singh Sardar, was arrested and a cheque of INR 1.58 lakh was recovered from him at Chowka under Chowka Police Station limits in Saraikela-Kharswan District."
1,Blew up two mobile phone towers,"During their 24-hour long bandh, the CPI-Maoist cadres blew up two mobile phone towers near Tisia village of Kisko block in Lohardaga District."
0,NA,Large quantity of explosives including detonators was recovered from the Kochang jungle in Khunti District. SF personnel comprising CRPF and District Armed Force stumbled upon the explosives weighing 140 kg including detonators during combing operation. The operation was launched in view of a bandh called by the CPI-Maoist protesting recent arrest of a leader of the rebels. The SFs also recovered 15 pieces of boosters.
0,NA,"A CPI-Maoist cadre identified as Vikash, allegedly involved in an attack on Police party that had killed two personnel in Dhanbad during Maoist bandh a few weeks ago was arrested at a place under Muffasil Police Station in Giridih District of Jharkhand."
0,NA,"The Hazaribag Police neutralised a gang and arrested four CPI-M sympathisers from the Jama Masjid area, which regularly supplied explosive materials to CPI-M ""zonal commander"" Navin Manjhi who is active in Giridih, Hazaribag and Bokaro Districts of Jharkhand. The Hazaribag Superintendent of Police, Pankaj Kamboj, said Police surrounded the Jama Masjid area and arrested one Samsuddin Ansari alias Guddu and seized several pieces of detonators, dynamites, gelatin sticks from his possession. Kamboj said Ansani, during interrogation, told Police that he had procured the explosive materials from one Maqbool alias Uncle, a resident of Nawada District in Bihar. Ansari, a resident of Golabar village under the Vishnugarh Police Station in Hazaribag District, said he had been meeting the explosive requirement of CPI-M for manufacturing various types of bombs and also for laying mines for the last five years. Police later raided Maqbool's residence and arrested him. A cache of explosives including 41 detonators and dynamite caps, gelatins sticks, grenade pins and huge quantity of cable wire, 400 kilograms of ammonium nitrate, ammonium sulphate, four kilograms fuse wire, a mobile phone SIM card and a motor cycle were also recovered from his residence."
1,a school building,Armed cadres of CPI-Maoist blew up a school building in Kanda village in Palamau District in the night.
0,NA,"The CPI-Maoist cadres killed a 29-year-old man, identified as Ashish Tuddu alias Phulchand, alleging him of being Police informer. His body was found at Degagada under Nawadih Police Station limits of Bermo Division in the Bokaro District."
0,NA,"A Maoist, identified as Pradhan Hembrom alias Dondo Hembrom, a member of the outfit's squad active in Jharkhand and neighbouring Odisha, was arrested near a railway bridge in Jagannathpur area in West Singhbhum District."
0,NA,"110 landmines planted by suspected Naxalites across three villages in a row in Palamau District were recovered by SF personnel. ""The 110 landmines were connected in a series covering Talghati, Matoli and Icchak villages along Panki and Balumath road,"" DIG Police, Palamau Range, Saket Kumar Singh said. The distance between each explosive was five to ten feet and five of the landmines weighed about 50 kg."
0,NA,"Jharkhand Police seized four landmines and four weapons Jharkhand Police seized four landmines and four weapons from a hideout of CPI-Maoist in Dhanbad District. According to Police, four landmines, two pistols, two rifles and live cartridges were seized during search operation at Madaidih forest situated under Topchanchi Police Station in the District.from a hideout of CPI-Maoist in Dhanbad District."
1,two bunkers,A joint team of CRPF and Police unearthed two bunkers of the CPI-Maoist and recovered 17 landmines and 30 kilograms of explosives hidden in them in Checharia forest in Giridih District.
0,NA,"Chander Ganjhu alias Johnson, 'zonal commander' of the CPI-Maoist was arrested along with his wife, Anita alias Budhni, about a kilometer away from the Posaita railway station near Rongo village from Manoharpur Police Station area of West Singhbhum District of Jharkhand. Johnson a mastermind of several Maoist-related incidents hails from Keredari area in Hazaribag District and was wanted in over 30 cases, including the Manoharpur rail track blast case, 2009 while his wife Anita, a resident of Ranchi District, also a hardcore Maoist, too is co-accused in several criminal incidents. A country-made revolver, two live cartridges and a cash of INR 17,100 was recovered from the arrested Maoists."
0,NA,The Sonuwa Police arrested suspected Maoist sympathizers Tooti Barjo and Bidrai Soy; both are active members of the Krantikari Kisan Committee (KKC).
0,NA,At least 14 cadres of TPC were killed by the Maoists at Choti Kauriya village under Vishrampur Police Station limits in Palamu District.
0,NA,"A 'sub-zonal commander' of PLFI identified as Mukesh Yadav, was arrested at Balumath in Latehar District."
0,NA,"At least three Naxalites are reported to have been killed in a gun battle between CPI-Maoist cadres and the JPC in Arabhusai forest of Katkamsandi, Hazaribagh District of Jharkhand. Unconfirmed sources said that among those killed in the turf war was JPC supremo Kaljit. The gun battle might have been spurred by the death of a Maoist cadre who was killed by JPC in an encounter in Panki forest area of Palamau District in the night of August 9, Police said."
0,NA,"A 'section commander' of the CPI-Maoist, identified as Tunia Horo alias Zokhim, was arrested with arms and ammunition near Kundruguttu Residential School under Tebo Police Station limits in West Singhbhum District."
0,NA,A powerful landmine planted by suspected CPI-Maoist cadres was found from underneath Shyamsunderpur - Gorbandha road in Ghatsila Sub-division of East Singhbhum District.
1,railway track,"Cadres of the CPI-Maoist blew up a railway track near Kumandih railway station in the Latehar District, while enforcing the 24-hour Palamau division shutdown called by them to protest against the State Government's proposal to set up 71 new Police stations and launching a field firing range at Netarhat."
0,NA,"A cadre of the CPI-Maoist's 'firing squad', identified as Nirmal, was arrested at Bazaar Tand in Khunti District."
0,NA,"A huge cache of explosives allegedly hidden by PLFI was found in a liquor shop in Tupudana area on the outskirts of Ranchi District. The explosives had 26 detonators; 12 kg power gel, a few bullets, and 20 kg urea apart from Maoist fatigues and literature."
1,Attacked an under-construction model school and set ablaze several construction vehicles,"Armed cadres of PLFI attacked an under-construction model school at Pahantoili under Burmu Police Station near Ranchi, Ranchi District. The extremists also set ablaze several construction vehicles at the site. The motive behind the attack was to extort money from the contractor, Ranchi rural SP Raj Kumar Lakra said. During initial investigation, Police found that rebels were led by PLFI leader Sultanji who is responsible for areas in Burmu."
0,NA,Two CPI-Maoist cadres were arrested at Janupuri more under Murhu Police Station in Khunti District. Luxman Munda and Jura Hasa are in their 20s and have been working for the Maoists for a few years. One rifle and 10 bullets were found from them. The Police also recovered two bikes.
1,Damaged the boundary wall of a Government school,Naxals have damaged the boundary wall of a Government school in Gomia block of Bokaro District.
1,three government buildings,The CPI-Maoist blew up three Government buildings in Ghorighat under Pratapgarh Police station of Chatra District.
0,NA,"Seven PLFI cadres were arrested with arms and ammunition from Jamuari Masu Hesal Majila Toli in Angara in Ranchi District. The arrested PLFI cadres were identified as Tulsi Pahan, Kishore Munda, Shivnarayan Mahto, Subhas Ram, Brij Mahto, Naseem Ansari and Marwari Pahan. All are in the age group of 25 to 30. Arms and ammunition recovered from them include a locally-made rifle, a 9mm pistol and 25 rounds of ammunition in five magazines."
0,NA,"A top CPI-Maoist leader, identified as Krishna Ahir alias Prasadji, has been arrested from Hapedag forest under Angara Police Station limits during 'Operation Dron' jointly carried out by the State Police and CRPF personnel in Ranchi District. He carried a reward of INR 2 million on his head."
0,NA,Security force personnel claimed to have shot dead at least two Maoists during an encounter near Bitikilsoya inside Saranda forest in the West Singhbhum District.
0,NA,"One Jharkhand Armed Police (JAP) trooper was killed and a sub-inspector injured when suspected CPI-Maoist cadres fired at them at Chak in the Palamu District. According to the report, three motorcycle-borne Maoists fired from AK-47 rifles and nine mm pistol at a group of six JAP personnel, including sub-inspector Sunil Chetri killing Ramesh Chetri, hailing from Padma in Nepal."
0,NA,"Police arrested a 'zonal commander' of the CPI-Maoist, identified as Mahendra Singh Khirwar, along with three of his associates from the Shahpur-Chainpur village of Palamu District. The arrestees were identified as Anil Saw of Kerso, Rameshwar Singh of Jamuniat and Mahendra Singh of Chinia."
0,NA,"A huge cache of explosives was recovered from a house, during a raid at Jeetpur area under Gopikandar, in Dumka District. Acting on a tip-off, Police recovered 1,990 pieces of electric detonators, 716 pieces of power neogel, one exploder and 160 kilograms of urea from the house of Rameshwar Kisku in the raid conducted last evening, SP Prabhat Kumar said. He said both Kisku and his son were arrested after the recovery."
0,NA,The Police recovered five IEDs weighing between 25 kilograms and 35 kilograms near Jaranga village in Khuti District.
0,NA,"At least four cadres of the CPI-Maoist were shot at in an encounter with the CRPF personnel when their camp was attacked by the Maoist cadres at Rania in Khunti District. ""At least four Maoists were shot at during the strong retaliatory action by the security forces, beating down the Maoists attack on CRPF camp immediately after the flag hoisting ceremony at Rania,"" SP Manoj Kaushik said."
0,NA,SFs intensified combing operations in Bakrakocha forest under Gurabanda Police Station area of Ghatshila in East Singhbhum District following an encounter with the Maoists.
0,NA,"CPI-Maoist cadres killed a former Maoist turned ""Police informer"" at Murkundo village under Dumri Police Station of Giridih District. Maoists also alleged that the victim, Dinesh Hembram, would collect levy across the region in their name. The victim, a shopkeeper, was earlier associated with the Maoists and had been jailed for his involvement in several Maoist-related incidents in Dumri areas a few years ago."
0,NA,"SFs recovered Vitamins, health drinks, tea bags, condoms and uniforms in huge quantities as they busted sixth CPI-Maoist camp inside Saranda forest in West Singhbhum District. SFs have been carrying out anti-Maoist operations inside Saranda forest for more than a fortnight now."
0,NA,"Suspected Naxalites beheaded a 50-year-old man, identified as Jagran Manjhi, in Hesakocha village under Chowka Police Station area in Chandil of Seraikela-Kharsawan District."
0,NA,"A JJMP cadre identified as Diwakar Singh was killed by a rival Naxal outfit, Tritiya Prastuti Committee (TPC), at Chudia village in Latehar District. The incident occurred when over 40 TPC cadres camping in Chudia village were surrounded by 60-70 JJMP cadres which led to exchange of fire between the two sides."
1,a jeep,"CPI-Maoist cadres attacked a jeep belonging to security personnel of the Central Coalfield Limited (CCL) while they were on patrol duty at the Swang coalmines in the Bokaro District. The security personnel reportedly surrendered to the Maoists and handed over their rifles to save their lives. The Maoists then set ablaze the jeep before escaping. According to official sources, non-payment of extortion money was the reason behind the attack."
0,NA,"A 10-year-old girl, identified as Gayatri Kumari, a resident of Ulilohor village in Ranchi, was among two persons killed in an attack by the CPI-Maoist on a passenger vehicle on the National Highway-33 near Tamar, 70 kilometers from capital Ranchi. Four others, including the driver of a truck caught in the firing, sustained injuries. The Bundu Sub-Divisional Police Officer (SDPO) Anand Joseph Tigga said around 9am (IST), a group of six motorcycle borne Maoists, armed with self-loading rifles (SLR) and explosives, emerged from the forests flanking the highway and targeted a jeep carrying eight persons and a truck between Duwarsini and Rangaon in the Tamar area."
1,Maoist cadres set ablaze two vehicles,"Suspected CPI-Maoist cadres set ablaze two vehicles and assaulted employees of the Indal Bauxite Mining Company inside the dense forest of Tewarpat under Bishunpur Police Station in Gumla, in the Netarhat plateau region which is rich with bauxite deposits. Reports."
0,NA,"Following subsequent raids conducted by the Hazaribag Police, 374 bags of ammonium nitrate concealed in two storehouses at Ichak More on the National Highway-33 and Nagwan village under the Ichak and Sadar Police Stations respectively were seized on an unspecified date. Two persons were arrested in this connection. Disclosing this on August 17, the Hazaribag Superintendent of Police (SP), Pankaj Kamboj, said that during the last two months the Police have arrested several persons for supplying explosives to the extremist groups, including the CPI-Maoist."
1,Maoists set ablaze 12 heavy equipment and vehicles,"Suspected Naxalites abducted 10 employees, including an engineer, of the HINDALCO Industries Limited from the company's Kujam mines area of Bishunpur block in the Gumla District. A squad of 20-30 armed extremists descended on the bauxite reserve on Netarhat-Kujam road and kidnapped engineer Vijay Kumar, a resident of Jodhpur (Rajasthan), three supervisors, five contractors and a driver. 12 hours later, around 9pm (IST), they returned to set ablaze 12 heavy equipment and vehicles on the mine premises. The South Chhotanagpur DIG, R.K. Mallick, said that though the CPI-Maoist was not involved in the abduction, it could be the handiwork of some new extremist faction which was trying to make its presence felt in the area. The Gumla Deputy Commissioner Rahul Sharma, too, suspected the involvement of a breakaway Maoist faction."
0,NA,"Cadres of the CPI-Maoist shot dead contractor D. Pal in Ghatshila in East Singhbhum District suspecting him a Police informer, Jharkhand Police said."
1,school building,Maoists blew up a school building with explosives and detonators in Ziyan village in the East Singhbhum District. The Maoists left a pamphlet saying the school building was being used by security personnel.
0,NA,At least four CPI-Maoist cadres were injured in an encounter with security personnel at Samarbagh under Harihargunj Police Station limits of Palamau District.
0,NA,"A 'sub-zonal commander' of the CPI-Maoist, Pradip Yadav, was arrested with arms and ammunition from Kanda village under Bisrampur Police Station in Palamau District. Yadav was arrested when he was waiting for his squad member to join him in the night, said Dy. SP Hiralal Ravi. A country-made revolver, five live cartridges, a mobile phone, six sim cards of different companies were seized from him, he said adding Yadav has disclosed vital information about the outfit's activities and name and address of 31 Maoists operating in the Districts."
0,NA,"Latehar District Police also arrested three JSJMP cadres identified as Sandip Oraon alias Kaila, Sunil Munda and Samarjit Ganjhu alias Samrita Ganjhu from Chandwa. A semi-automatic pistol, different types of cartridges, three mobile phones and posters were found from them."
0,NA,"A TPC cadre, identified as Ramesh Mahto, was arrested from Saria in Giridih District."
0,NA,"Two CPI-Maoist cadres were killed in an encounter with the Police in the Batuka forest area under Keradari Police station of Hazaribag District. Hazaribag Superintendent of Police Praveen Kumar Singh told, ""While one body of a Maoist was found, the other one was taken away by the Maoists after the encounter late last night"". Police sources said that the Maoists had called for a general strike in Jharkhand on that day. The Maoist group was being led by Maoist zonal commander, Krishna Yadav when the encounter occurred. A self-loading rifle, one .303 rifle, some ammunition and INR 171000 were recovered from the encounter site."
0,NA,"The Bokaro Police seized more than 600 tonne of smuggled coal during raids in the CPI-Maoist infested areas and arrested five persons. The coal was recovered from the Maoist hideouts of Kanjkiro in Nawadih block, Mahuatand in the Gomia block and the Bokaro thermal zone, in raids led by the Bokaro District SP Laxman Singh in the last 48 hours. Among those arrested was Doman Sah, said to be a kingpin and close confidant of the Maoists. Police also registered First Information Report against 70 people at Nawadih and Mahuatand and a search is on for them."
0,NA,"The Police arrested Ramchandra Thakur from a forest adjoining Barkatha and Bagodar area in Hazaribagh District. Thakur was the chief of Kishan Krantikari Committee (KKC), a front organisation of the Maoists, SP Pankaj Kamboj said. Seven of his supporters who were with Thakur during the arrest were also taken into custody but were later released when they said they would stay away from the KKC, Kamboj said. The arrested Maoist had been campaigning among the villagers to join the KKC, he said, adding the Police seized from him a bag containing the party's mouthpiece ‘Lal Chingari’, some leaflets, posters and other documents. The SP said after interrogating Thakur, the Police got some vital information about the KCC."
0,NA,"SFs recovered three IED from Nuagaon village in the West Singhbhum District, on the Jharkhand-Odisha border. SFs also recovered around 100 metres of wire used in triggering blasts and one iron box containing literature and other books."
0,NA,"Two CPI-Maoist cadres, identified as Ravindra Yadav, a 'zonal commander' of the outfit and his associate Lavtesh Ganju, were arrested from Kuriamakhurd village under Balumath Police Station in Latehar District."
0,NA,"A top leader of the CPI-Maoist, identified as Alok alias Ashok, was arrested from a hotel in Birsa area in Ranchi city. He carried a reward of INR 500, 000 on his head and was a special area committee member of Bihar, Jharkhand and Chhattisgarh, Police said."
0,NA,A major disaster was averted when the SFs detected 20 IEDs in the Gaganpur area in Latehar District.
0,NA,"CPI-Maoist cadres have slit the throat of one Amit Singh, the main accused in the abduction and murder of a headmaster and his sister, identified as Prakash Toppo and Saroj Toppo, in Ghaghra of Gumla District."
0,NA,"Two CPI-Maoist cadres, allegedly involved in the August 18 encounter in which Ranchi SSP was injured, were arrested from Seraikela-Kharswan District. SP Indrajeet Mahatha said Mangru Munda alias Arjun Munda, who was the body guard of 'area commander' Kundan Pahan and 36-year-old Sombari Mundari were arrested during a checking drive from Kharswan."
1,couple of houses were damaged,A villager was shot dead while a couple of houses were damaged by suspected cadres of the CPI-Maoist at Jamua village in the Ghatsila sub-divison of East Singhbhum District.
0,NA,"A woman Maoist cadre was arrested along with cash, arms and ammunition at Manoharpur in Maoist-hit West Singhbhum District. ""Acting on a tip-off, she was apprehended with INR 400,000, a 9 mm pistol and 12 rounds of cartridges,"" SP, A K Singh said."
0,NA,"Ghatshila Police arrested a suspected woman CPI-Maoist cadre, identified as Gauri, in the East Singhbhum District."
0,NA,"Two cadres of the TPC, a breakaway faction of the CPI-Maoist, identified as Mohit Mahto and Kamlesh Mahto, were arrested during joint operation conducted by the SF personnel of Giddi and Urimari Police Stations in Hazaribag District of Jharkhand. The Police recovered two single barrel rifles, four 8 mm live cartridges, two cell phones and six set of brand new olive green uniforms with names of members inscribed on them."
0,NA,Two Police personnel were killed and another injured in six landmine blasts triggered by the CPI-Maoist cadres at two different places under Barwadih Police station of Latehar District.
1,a maoist camp,The SFs shot dead a CPI-Maoist cadre as they neutralised a training camp near Baliba village inside the Saranda forest in West Singhbhum District.
0,NA,"Six CPI-Maoist cadres, disguised as pilgrims, were arrested along with 1,100 SLR cartridges after a brief encounter near Silli village on the Silli-Gola road at around 2.30am (IST) on August 23. Senior Superintendent of Police Praveen Kumar said the breakthrough had come after someone tipped them about the ammunition supply. ""I have informed my Munger counterpart who is conducting raids to arrest the supplier,"" Kumar added, saying seven rounds of firing took place before the six persons could be arrested. Those arrested were identified as Bholo Shaw alias David, Pradeep Mahto, Rajesh Kumar Mahto, Prafulla Kumar Mahto, Mandal Das and Murari Hussian."
0,NA,"Those arrested were identified as Bholo Shaw alias David, Pradeep Mahto, Rajesh Kumar Mahto, Prafulla Kumar Mahto, Mandal Das and Murari Hussian. The cartridges, supposed to be handed over to Maoist 'sub-zonal' commander Kundan Pahan were carried from Munger in Bihar in a car escorted by a motorcycle. Kundan Pahan's 'area commander' Budhram Lohra was arrested and a 10 kilograms can bomb was recovered from Barigarha village under Bundu Police Station at around 3pm."
1,the irrigation department guesthouse,Cadres of the CPI-Maoist raided and set ablaze the irrigation department guesthouse at Banaso West under Vishnugarh Police station area of Hazaribagh District. They also took hostage three persons who were later released on August 25.
1,railway track blown up,"The CPI-Maoist cadres blew up a railway track in the Latehar District. Train services were, consequently, disrupted between the Barwadih-Barkakana route following the incident. About 20 insurgents exploded the track between Kumundi and Hehegarha railway Stations, about 150 kilometers from capital Ranchi, the Latehar Railway Station Master P.N. Tiwari said. The blast occurred at 6.30am after the Rajdhani Express crossed the spot at 5.30am. Latehar Superintendent of Police Kuldeep Diwedi, however, said the blast was not targeted at any train."
0,NA,SFs had an encounter with the cadres of the CPI-Maoist in a forest near Basadera village in Ghatsila of East Singhbhum District. The encounter started as SFs retaliated when Maoists shot at them during a patrol in the village.
0,NA,"Fs had an encounter with the cadres of the CPI-Maoist in a forest near Basadera village in Ghatsila of East Singhbhum District. Two landmines, electric wires were recovered from the incident site after the encounter, the Police said."
1,1 mobile tower blown up,"The CPI-Maoist cadres blew up a mobile tower in the Latehar District. The extremists went to Lali village, packed explosives inside the tower and triggered the blast, Police said. This is the third mobile tower to be blown up by the Maoists in two days. Maoists in Latehar assaulted the owner of the land on which the Airtel tower, which the Maoists had exploded on August 25, existed when the latter offered resistance. ""The rebels branded Santosh Thakur and his son, Sanjay, Police informers to justify the punishment,"" a source said on August 26."
1,4 trucks set ablaze,"The insurgents set ablaze four trucks on the Ranchi-Jamshedpur National Highway, Police said on August 25, adds IANS.  As reported earlier, the CPI-Maoist has called for a two-day bandh (shutdown) in five States, including Jharkhand, to protest the arrest of Anil Kumar, a CPI-Maoist politburo member, and Kartik, a central committee member from Patna, the capital of Bihar. Two Policemen were injured in an encounter with the Maoists who set ablaze four trucks near Taimara Ghati on the Ranchi-Jamshedpur road. Senior Superintendent of Police (Ranchi) Praveen Kumar said the trucks were attacked by a Maoist squad that included women. An anti-landmine vehicle carrying 10 personnel of the District Armed Police then reached the spot from Bundu. The extremists opened fire injuring driver Satish Kumar Ohdar. Constable Sukra Oroan returned fire, but was also injured in the shootout."
1,railway tracks blown up,"Maoists blew up railway tracks between Goelkera and Sonua Stations under the Chakradharpur division at around 10.30pm (IST). Though the explosion did not cause much damage, it affected the movement of trains."
0,NA,"Troopers belonging to the CRPF and District Armed Police arrested two PLFI cadres, identified as Munna Mahato alias Munna Gope and Budu Munda from Kotanger Jamtoli forest under Rania Police Station limits of Khunti District. The security personnel also recovered 4068 live cartridges, one generator set, 1005 empty cartridges."
0,NA,"PLFI cadres have allegedly killed a 45-year-old woman, identified as Gangi Devi and her teenage daughter - Phoolmani Kumari, at Silda Bududih village under Khunti Police Station limits of Khunti District."
0,NA,"A CPI-Maoist cadre was killed in an encounter with the Police in a forest close to Matiari village under Bero Police station of the Ranchi District. The slain extremist, Charku Oroan, worked under the outfit's sub-zonal commander Uday Oraon. The Inspector General of Police, S.N. Pradhan, said the Police seized a carbine, a rifle, a pistol, a can bomb, magazines, 23 live cartridges and Maoist literature from the encounter site."
0,NA,"The CPI-Maoist cadres opened fire at a make shift CRPF camp at Bundu, killing a villager and injuring one CRPF trooper. Armed Maoists attacked the camp located in a school, about 50 kilometres from Ranchi, at around 11pm (IST), Deputy Inspector General of Police, R.K. Mullick, said."
1,one truck set ablaze,"Maoists set ablaze a truck at Manjhidih village between Tamar and Khunti, 70 kilometers from Ranchi."
0,NA,"Maoists ambushed a van carrying unarmed personnel of the Special Security Force (SAF) to Netarhat, killing one and injuring another in the Latehar District, Police said on August 27. Six SAF personnel had been to Commander Balvinder Singh's house to pick him back to the camp on August 26 when Maoists fired randomly on them on Netarhat-Mahuatand road near Charmunda Valley, SP Kuldeep Dwiwedi said."
0,NA,"The joint Police team of Gumla, Ghaghra and Lohardaga's Senha Police Station seized arms, ammunition and several other incriminating items after an encounter with PLFI activists at Hapamuni village situated in bordering areas of both the Districts under Ghaghra Police Station."
0,NA,"A cadre of the CPI-Maoist, identified as Shahdeo Munda, surrendered before the office-in-charge of Shyamsunderpur Police Station in Ghatshila sub-division in East Singhbhum District."
0,NA,"A cadre of the CPI-Maoist, identified as Shahdeo Munda, surrendered before the office-in-charge of Shyamsunderpur Police Station in Ghatshila sub-division in East Singhbhum District. Munda helped the Police to recover three landmines planted by the Maoists in Ghatshila sub-division after his surrender, Jha added."
0,NA,"During a search operation, Police recovered five powerful landmines planted by the CPI-Maoist cadres under a culvert on a road near Pilpilo More under Navadih Police Station in Bokaro District. The landmines weighing about 20 kilograms were in active position. A bomb disposal squad later destroyed the landmines."
1,NA,"In a joint operation with Hazaribagh Police and CRPF, Bokaro Police arrested a hardcore Maoist, Ram Kishen Kisku alias Udit, an explosive expert, following a raid in the forests of Banaso and Jamnijara of Jhumra hills under Mahuataad Police Station in Bokaro District. Police also recovered a huge stock of live cartridges and wire which the rebels had hidden in artificial bunkers and caves in the Jhumra hills. An SLR was also recovered from Udit's possession."
0,NA,"Three landmines were recovered from the Ghatsila sub-division of East Singhbhum District. The explosives weighing between five to 10-kilograms were hidden near Kasiabeda forest area adjacent to Ghorabandha, a left-wing extremist affected area. A bye-election to the Parliament from the Jamshedpur constituency will held on August 29."
0,NA,"Four persons, including a 12-year-old girl and a woman, were killed and another injured by the CPI-Maoist cadres who raided a civilian's home on the outskirts of Ranchi."
0,NA,Seven Left Wing Extremists belonging to Swatantra Jan Sangharsh India Morcha (SJSIM) were arrested from Tetriyatand village in Latehar District.
0,NA,"Joint Forces recovered a huge cache of arms and ammunition from Jhumra hills in Gomia block under Mahuatand Police Station in Bokaro District. Four guns, cartridges of .303 rifle, two dozen fuses and 200 metres of wires used for making explosives were found hidden under stones and dry leaves in the forests. These apart, more than two dozen camouflage uniforms, medicine boxes, two tape recorders, Naxal literatures and a diary containing names of traders and businessmen who pay levies to the CPI-Maoist were also recovered."
0,NA,"Two cadres of the PLFI-a splinter group of the CPI-Maoist, were killed in an encounter with the SF personnel during an anti-Naxal operation in Madhatu village under Arki Police Station in Khunti District."
0,NA,"Two persons, allegedly having links with the CPI-Maoist were arrested on charge of extorting money from villagers from Patamda in East Singhbhum District of Jharkhand."
0,NA,"Anil Yadav, the head of the CPI-Maoist 'armoury' section in Bihar and Jharkhand, and a arms supplier Prafulla Malakar alias Pankaj were arrested form Silodar forests on the border of Chouparan tehsil in Hazaribagh District Jharkhand and Barachatti in Gaya District of Bihar. On a tip-off, a special task force first arrested Malakar and seized arms from him and later arrested Yadav when he arrived at the spot with INR 800,000 to purchase the weapons, Hazaribagh SP Manoj Kaushik said. The seizure included a US-made rifle inscribed Colt M-16 and 14 ammunition of 5.56 mm cartridges, used by the US Army, a 9-mm Italian-made pistol, one bullet-proof jacket worth INR 400,000, manufactured by a company of Manchester in the United Kingdom. Malakar informed the interrogators that he had recently supplied four AK-47 rifles, two AK-56 rifles and three other Self Loading Rifles to Yadav."
0,NA,"CPI-Maoist cadres killed a man, identified as Kishan Sahu, in a weekly market at Singpura under Gurabandha Police Station limits in Ghatshila Sub-Division of East Singhbhum District."
1,police vehicle destoyed,"12 Police personnel were killed when the vehicle they were travelling in was blown up in a landmine blast in the East Singhbhum District. Deputy Superintendent of Police Madhusudan Bari told that the Policemen led by sub-inspector Ravi Kant, in-charge of the Digha Police picket, were on a long range patrol when the landmine planted by suspected CPI-Maoist cadres exploded near Burudih dam. All the 12 occupants of the vehicle died on the spot."
0,NA,"The cadres of the CPI-Maoist killed a villager, identified as Joseph Kandulana (50), suspecting him as a Police informer in Khunti District. The dead body was recovered near Ulung forest under Rania Police Station in the District, the Police said."
